b2kid,ts_cnt,bank_id,remarks,srl_num,event_amt,lchg_time,oper_acid,rcre_time,b2kid_type,event_type,link_b2kid,oper_crncy,margin_acid,margin_date,margin_rate,margin_type,lchg_user_id,link_srl_num,margin_crncy,rcre_user_id,event_srl_num,margin_action,treasury_rate,dnm_serial_num,entity_cre_flg,margin_srl_num,margin_tran_id,link_b2kid_type,margin_rate_code,treasury_ref_num,adjust_margin_flg,link_margin_srl_num,adjust_margin_event_flg,updated_at
DC1811946,1,1,LC MARGIN RELEASE,2,204000,2018-04-20T15:59:12,2559106,2018-04-20T10:49:37,DOCCR,M,,NPR,2927101,2018-04-20T00:00:00.000000,0,C,SA0371,,NPR,AK2143,1.0,R,,,Y,1,  DC19138,,,,,1.0,,2024-08-07 06:48:28.855
DC1811809,1,1,LC MARGIN RELEASE,2,176000,2018-04-29T18:39:17,2559106,2018-04-29T18:15:18,DOCCR,M,,NPR,2927101,2018-04-29T00:00:00.000000,0,C,SA0371,,NPR,AK2143,1.0,R,,,Y,1,  DC35397,,,,,1.0,,2024-08-07 06:48:28.855
DC1811809,1,1,LC MARGIN RELASED,3,178000,2018-05-08T15:26:10,2559106,2018-05-08T14:37:37,DOCCR,M,,NPR,2927101,2018-05-08T00:00:00.000000,0,C,SA0371,,NPR,RP1389,2.0,R,,,Y,1,  DC21287,,,,,1.0,,2024-08-07 06:48:28.855
DC1812201,1,1,,2,176000,2018-05-16T18:39:32,2559106,2018-05-16T18:31:37,DOCCR,M,,NPR,2927101,2018-05-16T00:00:00.000000,0,C,SA0371,,NPR,RS1759,1.0,R,,,Y,1,  DC27678,,,,,1.0,,2024-08-07 06:48:28.855
DC1812374,1,1,LC MARGIN HELD,1,373000,2018-05-18T16:11:15,2559106,2018-05-18T15:32:56,DOCCR,S,,NPR,2927101,2018-05-18T00:00:00.000000,0,C,ABHISHEKS,,NPR,MB2873,1.0,C,,,Y,1,  DC21074,,,,,,,2024-08-07 06:48:28.855
DC1812381,1,1,LC MARGIN HELD,1,373000,2018-05-20T18:38:39,2559106,2018-05-20T17:46:22,DOCCR,S,,NPR,2927101,2018-05-20T00:00:00.000000,0,C,ABHISHEKS,,NPR,MB2873,1.0,C,,,Y,1,  DC31277,,,,,,,2024-08-07 06:48:28.855
DC1811948,1,1,,2,197000,2018-05-27T19:57:02,2559106,2018-05-27T17:14:26,DOCCR,M,,NPR,2927101,2018-05-27T00:00:00.000000,0,C,SATISHRS,,NPR,RS1759,1.0,R,,,Y,1,  DC30741,,,,,1.0,,2024-08-07 06:48:28.855
DC1812201,1,1,LC MARGIN RELEASED.,3,180000,2018-05-28T19:01:44,2559106,2018-05-28T17:51:35,DOCCR,M,,NPR,2927101,2018-05-28T00:00:00.000000,0,C,SATISHRS,,NPR,SK1737,2.0,R,,,Y,1,  DC27190,,,,,1.0,,2024-08-07 06:48:28.855
DC1710963,1,1,MARGIN RELEASED,3,20000,2018-05-29T19:50:56,2559106,2018-05-29T19:16:28,DOCCR,U,,NPR,2927101,2018-05-29T00:00:00.000000,0,C,ABHISHEKS,,NPR,UK2996,1.0,R,,,Y,1,  DC23578,,,,,1.0,,2024-08-07 06:48:28.855
DC1812202,1,1,LC MARGIN RELEASED.,2,177000,2018-06-10T16:57:04,2559106,2018-06-10T15:26:03,DOCCR,M,,NPR,2927101,2018-06-10T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC28810,,,,,1.0,,2024-08-07 06:48:28.855
DC1812565,1,1,LC MARGIN HELD,1,149000,2018-06-13T17:56:55,2559106,2018-06-13T16:28:42,DOCCR,S,,NPR,2927101,2018-06-13T00:00:00.000000,0,C,ABHISHEKS,,NPR,UK2996,1.0,C,,,Y,1,  DC26818,,,,,,,2024-08-07 06:48:28.855
DC1811953,1,1,LA MARGIN RELEASED,2,181000,2018-06-14T16:15:00.000000,2559106,2018-06-14T16:06:34,DOCCR,M,,NPR,2927101,2018-06-14T00:00:00.000000,0,C,SA0371,,NPR,RS1759,1.0,R,,,Y,1,  DC25263,,,,,,,2024-08-07 06:48:28.855
DC1812202,1,1,LC MARGIN RLESAED,3,179000,2018-06-14T17:54:12,2559106,2018-06-14T17:07:19,DOCCR,M,,NPR,2927101,2018-06-14T00:00:00.000000,0,C,SA0371,,NPR,RP1389,2.0,R,,,Y,1,  DC28986,,,,,1.0,,2024-08-07 06:48:28.855
DC1812374,1,1,,2,186000,2018-06-27T15:18:51,2559106,2018-06-27T13:56:48,DOCCR,M,,NPR,2927101,2018-06-27T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC22475,,,,,1.0,,2024-08-07 06:48:28.855
DC1812658,1,1,LC MARGIN HELD,1,204000,2018-06-27T18:37:45,2559106,2018-06-27T16:08:10,DOCCR,S,,NPR,2927101,2018-06-27T00:00:00.000000,0,C,SA0371,,NPR,MB2873,1.0,C,,,Y,1,  DC29078,,,,,,,2024-08-07 06:48:28.855
DC1812714,1,1,LC MARGIN HELD,1,386000,2018-07-04T16:46:41,2559106,2018-07-04T16:26:49,DOCCR,S,,NPR,2927101,2018-07-04T00:00:00.000000,0,C,SA0371,,NPR,UK2996,1.0,C,,,Y,1,  DC25862,,,,,,,2024-08-07 06:48:28.855
DC1812374,1,1,,3,187000,2018-07-04T17:50:29,2559106,2018-07-04T17:23:54,DOCCR,M,,NPR,2927101,2018-07-04T00:00:00.000000,0,C,SA0371,,NPR,SK1737,2.0,R,,,Y,1,  DC27794,,,,,1.0,,2024-08-07 06:48:28.855
DC167485,1,1,,4,689000,2018-07-08T17:37:57,91214718,2018-07-08T17:27:42,DOCCR,M,,NPR,9935393,2018-07-08T00:00:00.000000,0,C,SA0371,,NPR,SK1737,3.0,R,,,Y,1,  DC31206,,,,,1.0,,2024-08-07 06:48:28.855
DC1812752,1,1,LC MARGIN HELD,1,200000,2018-07-16T16:50:29,2559106,2018-07-16T15:26:57,DOCCR,S,,NPR,2927101,2018-07-16T00:00:00.000000,0,C,SA0371,,NPR,UK2996,1.0,C,,,Y,1,  DC30701,,,,,,,2024-08-07 06:48:28.855
DC1812381,1,1,,2,373000,2018-07-22T17:36:47,2559106,2018-07-22T17:09:01,DOCCR,M,,NPR,2927101,2018-07-22T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC33266,,,,,1.0,,2024-08-07 06:48:28.855
DC1812783,1,1,LC AMRGIN HELD,1,386000,2018-07-26T18:05:56,2559106,2018-07-26T15:48:53,DOCCR,S,,NPR,2927101,2018-07-26T00:00:00.000000,0,C,SA0371,,NPR,MB2873,1.0,C,,,Y,1,  DC28784,,,,,,,2024-08-07 06:48:28.855
DC1812818,1,1,LC MARGIN HELD,1,140000,2018-07-31T17:59:39,2559106,2018-07-31T17:44:05,DOCCR,S,,NPR,2927101,2018-07-31T00:00:00.000000,0,C,SA0371,,NPR,MB2873,1.0,C,,,Y,1,  DC30337,,,,,,,2024-08-07 06:48:28.855
DC1812889,1,1,LC MARGIN HELD,1,383000,2018-08-06T19:05:02,2559106,2018-08-06T18:18:43,DOCCR,S,,NPR,2927101,2018-08-06T00:00:00.000000,0,C,ABHISHEKS,,NPR,UK2996,1.0,C,,,Y,1,  DC27866,,,,,,,2024-08-07 06:48:28.855
DC1812658,1,1,,2,204000,2018-08-14T15:13:33,2559106,2018-08-14T15:10:44,DOCCR,M,,NPR,2927101,2018-08-14T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC15629,,,,,1.0,,2024-08-07 06:48:28.855
DC1812966,1,1,LC MARGIN HELD,1,208000,2018-08-16T17:42:04,2559106,2018-08-16T17:03:48,DOCCR,S,,NPR,2927101,2018-08-16T00:00:00.000000,0,C,SA0371,,NPR,UK2996,1.0,C,,,Y,1,  DC29999,,,,,,,2024-08-07 06:48:28.855
DC1812783,1,1,,2,386000,2018-08-21T17:00:13,2559106,2018-08-21T16:57:05,DOCCR,M,,NPR,2927101,2018-08-21T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC28361,,,,,1.0,,2024-08-07 06:48:28.855
DC1812714,1,1,,2,386000,2018-08-22T14:56:08,2559106,2018-08-22T13:58:45,DOCCR,M,,NPR,2927101,2018-08-22T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC18443,,,,,1.0,,2024-08-07 06:48:28.855
DC1812752,1,1,,2,200000,2018-08-22T15:03:50,2559106,2018-08-22T13:50:43,DOCCR,M,,NPR,2927101,2018-08-22T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC18904,,,,,1.0,,2024-08-07 06:48:28.855
DC1812565,1,1,,2,149000,2018-08-22T15:19:28,2559106,2018-08-22T13:46:31,DOCCR,M,,NPR,2927101,2018-08-22T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC19719,,,,,1.0,,2024-08-07 06:48:28.855
DC1812889,1,1,,2,192000,2018-08-24T13:06:48,2559106,2018-08-24T12:02:24,DOCCR,M,,NPR,2927101,2018-08-24T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC15942,,,,,1.0,,2024-08-07 06:48:28.855
DC1812818,1,1,,2,140000,2018-08-26T18:05:05,2559106,2018-08-26T17:58:34,DOCCR,M,,NPR,2927101,2018-08-26T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC19686,,,,,1.0,,2024-08-07 06:48:28.855
DC1813113,1,1,LC MARGIN HELD,1,386000,2018-09-09T17:12:21,2559106,2018-09-09T17:11:21,DOCCR,S,,NPR,2927107,2018-09-09T00:00:00.000000,0,C,ABHISHEKS,,NPR,UK2996,1.0,C,,,Y,1,  DC30571,,,,,,,2024-08-07 06:48:28.855
DC1812966,1,1,LC MARGIN RLEASED,2,208000,2018-09-21T17:15:05,2559106,2018-09-21T17:10:09,DOCCR,M,,NPR,2927101,2018-09-21T00:00:00.000000,0,C,SA0371,,NPR,RP1389,1.0,R,,,Y,1,  DC25989,,,,,1.0,,2024-08-07 06:48:28.855
DC1813241,1,1,LC MARGIN HELD,1,144000,2018-09-28T17:14:30,2559106,2018-09-28T16:11:13,DOCCR,S,,NPR,2927101,2018-09-28T00:00:00.000000,0,C,ABHISHEKS,,NPR,UK2996,1.0,C,,,Y,1,  DC27872,,,,,,,2024-08-07 06:48:28.855
DC1813113,1,1,,2,193000,2018-10-04T14:56:03,2559106,2018-10-04T14:17:51,DOCCR,M,,NPR,2927107,2018-10-04T00:00:00.000000,0,C,SA0371,,NPR,SK1737,1.0,R,,,Y,1,  DC23719,,,,,1.0,,2024-08-07 06:48:28.855
DC1813241,1,1,LC MARGIN RELSEASE,2,144000,2018-10-26T16:48:02,2559106,2018-10-26T16:42:56,DOCCR,U,,NPR,2927101,2018-10-26T00:00:00.000000,0,C,SA0371,,NPR,RP1389,1.0,R,,,Y,1,  DC23344,,,,,1.0,,2024-08-07 06:48:28.855
DC1812889,1,1,,3,191000,2018-11-19T11:42:09,2559106,2018-11-19T11:08:59,DOCCR,U,,NPR,2927101,2018-11-19T00:00:00.000000,0,C,ABHISHEKS,,NPR,AP1846,1.0,R,0.0,,Y,1,   DC8630,,,, ,, ,2024-08-07 06:48:28.855
DC1813113,1,1,"0218IM1100175, MARGIN RELEASED",3,193000,2018-11-21T18:54:55,2559106,2018-11-21T18:48:46,DOCCR,M,,NPR,2927107,2018-11-21T00:00:00.000000,0,C,ABHISHEKS,,NPR,RP1389,,R,0.0,,Y,1,  DC34680,,,, ,, ,2024-08-07 06:48:28.855
DC1813579,1,1,,1,199000,2018-11-22T18:32:36,2559106,2018-11-22T17:23:05,DOCCR,S,,NPR,2927107,2018-11-22T00:00:00.000000,0,C,ABHISHEKS,,NPR,AP1846,1.0,C,0.0,,Y,1,  DC32761,,,, ,, ,2024-08-07 06:48:28.855
DC1813581,1,1,,1,174000,2018-11-22T18:39:15,2559106,2018-11-22T17:44:35,DOCCR,S,,NPR,2927107,2018-11-22T00:00:00.000000,0,C,ABHISHEKS,,NPR,AP1846,1.0,C,0.0,,Y,1,  DC32849,,,, ,, ,2024-08-07 06:48:28.855
DC1813581,1,1,,2,174000,2018-12-05T16:14:00.000000,2559106,2018-12-05T16:10:29,DOCCR,M,,NPR,2927107,2018-12-05T00:00:00.000000,0,C,ABHISHEKS,,NPR,SK1737,,R,0.0,,Y,1,  DC29348,,,, ,, ,2024-08-07 06:48:28.855
DC1813740,1,1,,1,184000,2018-12-18T16:57:49,2559106,2018-12-18T16:31:18,DOCCR,S,,NPR,2927107,2018-12-18T00:00:00.000000,0,C,ABHISHEKS,,NPR,AP1846,1.0,C,0.0,,Y,1,  DC31898,,,, ,, ,2024-08-07 06:48:28.855
DC1813579,1,1,,2,199000,2018-12-19T18:13:37,2559106,2018-12-19T18:01:08,DOCCR,U,,NPR,2927107,2018-12-19T00:00:00.000000,0,C,ABHISHEKS,,NPR,JB1528,1.0,R,0.0,,Y,1,  DC33443,,,, ,, ,2024-08-07 06:48:28.855
DC1813757,1,1,,1,191000,2018-12-20T17:28:46,2559106,2018-12-20T17:09:18,DOCCR,S,,NPR,2927108,2018-12-20T00:00:00.000000,0,C,ABHISHEKS,,NPR,AP1846,1.0,C,0.0,,Y,1,  DC32506,,,, ,, ,2024-08-07 06:48:28.855
DC1813766,1,1,,1,195000,2018-12-23T19:09:14,2559106,2018-12-23T16:52:10,DOCCR,S,,NPR,2927108,2018-12-23T00:00:00.000000,0,C,ABHISHEKS,,NPR,UK2996,1.0,C,0.0,,Y,1,  DC39800,,,, ,, ,2024-08-07 06:48:28.855
DC1813784,1,1,,1,145000,2018-12-25T17:50:54,2559106,2018-12-25T15:38:40,DOCCR,S,,NPR,2927107,2018-12-25T00:00:00.000000,0,C,ABHISHEKS,,NPR,AP1846,1.0,C,0.0,,Y,1,  DC31592,,,, ,, ,2024-08-07 06:48:28.855
DC1813740,1,1,,2,184000,2018-12-26T16:37:13,2559106,2018-12-26T16:34:15,DOCCR,U,,NPR,2927107,2018-12-26T00:00:00.000000,0,C,ABHISHEKS,,NPR,JB1528,1.0,R,0.0,,Y,1,  DC30693,,,, ,, ,2024-08-07 06:48:28.855
DC1813757,1,1,,2,191000,2019-01-08T18:33:05,2559106,2019-01-08T18:31:28,DOCCR,M,,NPR,2927108,2019-01-08T00:00:00.000000,0,C,ABHISHEKS,,NPR,SK1737,,R,0.0,,Y,1,  DC34603,,,, ,, ,2024-08-07 06:48:28.855
DC1813784,1,1,,2,145000,2019-02-05T13:53:41,2559106,2019-02-05T13:46:16,DOCCR,M,,NPR,2927107,2019-02-05T00:00:00.000000,0,C,ABHISHEKS,,NPR,JB1528,,R,0.0,,Y,1,  DC20651,,,, ,, ,2024-08-07 06:48:28.855
DC1813766,1,1,,2,195000,2019-02-10T19:48:37,2559106,2019-02-10T19:47:11,DOCCR,M,,NPR,2927108,2019-02-10T00:00:00.000000,0,C,ABHISHEKS,,NPR,AK2143,,R,0.0,,Y,1,  DC39016,,,, ,, ,2024-08-07 06:48:28.855
DC1811640,1,1,,2,277000,2019-03-25T16:22:41,2559106,2019-03-25T16:19:30,DOCCR,M,,NPR,2927101,2019-03-25T00:00:00.000000,0,C,SA0371,,NPR,JB1528,,R,0.0,,Y,1,  DC38394,,,, ,, ,2024-08-07 06:48:28.855
DC1914489,1,1,,1,94000,2019-06-03T15:34:16,22562003,2019-06-03T14:39:28,DOCCR,S,,NPR,22950808,2019-06-03T00:00:00.000000,0,C,CD0122,,NPR,AP1846,1.0,C,0.0,,Y,1,  DC33345,,,, ,, ,2024-08-07 06:48:28.855
DC1914489,1,1,,2,94000,2019-06-14T15:42:29,22562003,2019-06-14T15:39:56,DOCCR,U,,NPR,22950808,2019-06-14T00:00:00.000000,0,C,ABHISHEKS,,NPR,JB1528,1.0,R,0.0,,Y,1,  DC35019,,,, ,, ,2024-08-07 06:48:28.855
DC1914744,1,1,,1,3806000,2019-08-02T17:17:08,22562003,2019-08-02T16:49:00.000000,DOCCR,S,,NPR,22950808,2019-08-02T00:00:00.000000,0,C,ABHISHEKS,,NPR,BA3830,1.0,C,0.0,,Y,1,  DC34385,,,, ,, ,2024-08-07 06:48:28.855
DC1914744,1,1,,2,2080000,2019-10-18T15:53:23,22562003,2019-10-18T15:47:54,DOCCR,M,,NPR,22950808,2019-10-18T00:00:00.000000,0,C,CD0122,,NPR,RP1389,,R,0.0,,Y,1,  DC33242,,,, ,, ,2024-08-07 06:48:28.855
DC1914744,1,1,,3,1143000,2019-10-18T16:05:40,22562003,2019-10-18T16:04:28,DOCCR,M,,NPR,22950808,2019-10-18T00:00:00.000000,0,C,CD0122,,NPR,RP1389,,R,0.0,,Y,1,  DC33590,,,, ,, ,2024-08-07 06:48:28.855
DC1914744,1,1,,4,284000,2019-10-18T16:21:01,22562003,2019-10-18T16:19:15,DOCCR,M,,NPR,22950808,2019-10-18T00:00:00.000000,0,C,CD0122,,NPR,RP1389,,R,0.0,,Y,1,  DC34026,,,, ,, ,2024-08-07 06:48:28.855
DC1914744,1,1,,5,299000,2019-11-03T16:24:50,22562003,2019-11-03T15:50:35,DOCCR,U,,NPR,22950808,2019-11-03T00:00:00.000000,0,C,RM0486,,NPR,AP1846,1.0,R,0.0,,Y,1,  DC37216,,,, ,, ,2024-08-07 06:48:28.855
DC167246,1,1,,20,796000,2020-02-02T19:07:10,91214718,2020-02-02T19:04:57,DOCCR,M,,NPR,9935399,2020-02-02T00:00:00.000000,0,C,CD0122,,NPR,RP1389,,C,0.0,,Y,1,  DC53282,,,, ,, ,2024-08-07 06:48:28.855
DC167246,1,1,,21,795900,2020-02-25T18:49:47,91214718,2020-02-25T18:39:34,DOCCR,M,,NPR,9935399,2020-02-25T00:00:00.000000,0,C,RM0486,,NPR,RP1389,,R,0.0,,Y,1,  DC46678,,,, ,, ,2024-08-07 06:48:28.855
